prj	outbreak1	outbreak2	a	b	jd
Admed_SARS2_2020	rand.53	rand.77	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.75	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.72	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.64	0	10	0
Admed_SARS2_2020	rand.53	rand.69	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.80	0	10	0
Admed_SARS2_2020	rand.53	rand.68	0	10	0
Admed_SARS2_2020	rand.53	rand.39	2	8	0.25
Admed_SARS2_2020	rand.53	rand.16	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.38	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.41	2	8	0.25
Admed_SARS2_2020	rand.53	rand.43	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.34	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.42	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.47	0	10	0
Admed_SARS2_2020	rand.53	rand.45	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.50	2	8	0.25
Admed_SARS2_2020	rand.53	rand.2	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.93	0	10	0
Admed_SARS2_2020	rand.53	rand.91	0	10	0
Admed_SARS2_2020	rand.53	rand.92	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.66	0	10	0
Admed_SARS2_2020	rand.53	rand.36	0	10	0
Admed_SARS2_2020	rand.53	rand.19	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.18	1	9	0.111111111111111
Admed_SARS2_2020	rand.53	rand.95	2	8	0.25
Admed_SARS2_2020	rand.53	rand.97	0	10	0
Admed_SARS2_2020	rand.53	rand.14	0	10	0
Admed_SARS2_2020	rand.51	rand.57	2	8	0.25
Admed_SARS2_2020	rand.51	rand.55	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.52	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.24	2	8	0.25
Admed_SARS2_2020	rand.51	rand.28	0	10	0
Admed_SARS2_2020	rand.51	rand.40	0	10	0
Admed_SARS2_2020	rand.51	rand.29	0	10	0
Admed_SARS2_2020	rand.51	rand.83	0	10	0
Admed_SARS2_2020	rand.51	rand.81	0	10	0
Admed_SARS2_2020	rand.51	rand.82	0	10	0
Admed_SARS2_2020	rand.51	rand.87	0	10	0
Admed_SARS2_2020	rand.51	rand.85	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.1	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.70	0	10	0
Admed_SARS2_2020	rand.51	rand.56	0	10	0
Admed_SARS2_2020	rand.51	rand.21	0	10	0
Admed_SARS2_2020	rand.51	rand.23	2	8	0.25
Admed_SARS2_2020	rand.51	rand.30	0	10	0
Admed_SARS2_2020	rand.51	rand.60	0	10	0
Admed_SARS2_2020	rand.51	rand.89	0	10	0
Admed_SARS2_2020	rand.51	rand.88	0	10	0
Admed_SARS2_2020	rand.51	rand.9	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.84	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.25	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.27	2	8	0.25
Admed_SARS2_2020	rand.51	rand.22	0	10	0
Admed_SARS2_2020	rand.51	rand.59	2	8	0.25
Admed_SARS2_2020	rand.51	rand.58	2	8	0.25
Admed_SARS2_2020	rand.51	rand.7	2	8	0.25
Admed_SARS2_2020	rand.51	rand.54	0	10	0
Admed_SARS2_2020	rand.51	rand.4	0	10	0
Admed_SARS2_2020	rand.51	rand.10	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.86	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.12	0	10	0
Admed_SARS2_2020	rand.51	rand.94	2	8	0.25
Admed_SARS2_2020	rand.51	rand.17	2	8	0.25
Admed_SARS2_2020	rand.51	rand.99	0	10	0
Admed_SARS2_2020	rand.51	rand.98	0	10	0
Admed_SARS2_2020	rand.51	rand.8	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.15	0	10	0
Admed_SARS2_2020	rand.51	rand.46	0	10	0
Admed_SARS2_2020	rand.51	rand.11	0	10	0
Admed_SARS2_2020	rand.51	rand.13	0	10	0
Admed_SARS2_2020	rand.51	rand.100	0	10	0
Admed_SARS2_2020	rand.51	rand.76	0	10	0
Admed_SARS2_2020	rand.51	rand.63	0	10	0
Admed_SARS2_2020	rand.51	rand.61	0	10	0
Admed_SARS2_2020	rand.51	rand.49	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.20	2	8	0.25
Admed_SARS2_2020	rand.51	rand.48	0	10	0
Admed_SARS2_2020	rand.51	rand.33	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.31	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.44	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.65	0	10	0
Admed_SARS2_2020	rand.51	rand.32	0	10	0
Admed_SARS2_2020	rand.51	rand.67	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.62	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.37	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.96	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.35	0	10	0
Admed_SARS2_2020	rand.51	rand.78	0	10	0
Admed_SARS2_2020	rand.51	rand.79	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.74	0	10	0
Admed_SARS2_2020	rand.51	rand.5	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.73	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.71	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.77	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.75	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.72	0	10	0
Admed_SARS2_2020	rand.51	rand.64	0	10	0
Admed_SARS2_2020	rand.51	rand.69	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.80	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.68	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.39	2	8	0.25
Admed_SARS2_2020	rand.51	rand.16	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.38	0	10	0
Admed_SARS2_2020	rand.51	rand.41	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.43	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.34	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.42	0	10	0
Admed_SARS2_2020	rand.51	rand.47	0	10	0
Admed_SARS2_2020	rand.51	rand.45	2	8	0.25
Admed_SARS2_2020	rand.51	rand.50	0	10	0
Admed_SARS2_2020	rand.51	rand.2	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.93	0	10	0
Admed_SARS2_2020	rand.51	rand.91	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.92	0	10	0
Admed_SARS2_2020	rand.51	rand.66	2	8	0.25
Admed_SARS2_2020	rand.51	rand.36	0	10	0
Admed_SARS2_2020	rand.51	rand.19	0	10	0
Admed_SARS2_2020	rand.51	rand.18	0	10	0
Admed_SARS2_2020	rand.51	rand.95	1	9	0.111111111111111
Admed_SARS2_2020	rand.51	rand.97	2	8	0.25
Admed_SARS2_2020	rand.51	rand.14	0	10	0
Admed_SARS2_2020	rand.57	rand.55	0	10	0
Admed_SARS2_2020	rand.57	rand.52	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.24	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.28	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.40	0	10	0
Admed_SARS2_2020	rand.57	rand.29	0	10	0
Admed_SARS2_2020	rand.57	rand.83	0	10	0
Admed_SARS2_2020	rand.57	rand.81	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.82	0	10	0
Admed_SARS2_2020	rand.57	rand.87	0	10	0
Admed_SARS2_2020	rand.57	rand.85	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.1	0	10	0
Admed_SARS2_2020	rand.57	rand.70	0	10	0
Admed_SARS2_2020	rand.57	rand.56	0	10	0
Admed_SARS2_2020	rand.57	rand.21	0	10	0
Admed_SARS2_2020	rand.57	rand.23	0	10	0
Admed_SARS2_2020	rand.57	rand.30	0	10	0
Admed_SARS2_2020	rand.57	rand.60	0	10	0
Admed_SARS2_2020	rand.57	rand.89	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.88	0	10	0
Admed_SARS2_2020	rand.57	rand.9	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.84	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.25	0	10	0
Admed_SARS2_2020	rand.57	rand.27	2	8	0.25
Admed_SARS2_2020	rand.57	rand.22	0	10	0
Admed_SARS2_2020	rand.57	rand.59	0	10	0
Admed_SARS2_2020	rand.57	rand.58	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.7	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.54	0	10	0
Admed_SARS2_2020	rand.57	rand.4	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.10	0	10	0
Admed_SARS2_2020	rand.57	rand.86	0	10	0
Admed_SARS2_2020	rand.57	rand.12	0	10	0
Admed_SARS2_2020	rand.57	rand.94	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.17	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.99	0	10	0
Admed_SARS2_2020	rand.57	rand.98	0	10	0
Admed_SARS2_2020	rand.57	rand.8	0	10	0
Admed_SARS2_2020	rand.57	rand.15	0	10	0
Admed_SARS2_2020	rand.57	rand.46	0	10	0
Admed_SARS2_2020	rand.57	rand.11	0	10	0
Admed_SARS2_2020	rand.57	rand.13	0	10	0
Admed_SARS2_2020	rand.57	rand.100	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.76	0	10	0
Admed_SARS2_2020	rand.57	rand.63	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.61	0	10	0
Admed_SARS2_2020	rand.57	rand.49	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.20	0	10	0
Admed_SARS2_2020	rand.57	rand.48	0	10	0
Admed_SARS2_2020	rand.57	rand.33	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.31	2	8	0.25
Admed_SARS2_2020	rand.57	rand.44	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.65	0	10	0
Admed_SARS2_2020	rand.57	rand.32	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.67	0	10	0
Admed_SARS2_2020	rand.57	rand.62	0	10	0
Admed_SARS2_2020	rand.57	rand.37	2	8	0.25
Admed_SARS2_2020	rand.57	rand.96	0	10	0
Admed_SARS2_2020	rand.57	rand.35	0	10	0
Admed_SARS2_2020	rand.57	rand.78	0	10	0
Admed_SARS2_2020	rand.57	rand.79	0	10	0
Admed_SARS2_2020	rand.57	rand.74	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.5	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.73	2	8	0.25
Admed_SARS2_2020	rand.57	rand.71	0	10	0
Admed_SARS2_2020	rand.57	rand.77	0	10	0
Admed_SARS2_2020	rand.57	rand.75	2	8	0.25
Admed_SARS2_2020	rand.57	rand.72	0	10	0
Admed_SARS2_2020	rand.57	rand.64	0	10	0
Admed_SARS2_2020	rand.57	rand.69	2	8	0.25
Admed_SARS2_2020	rand.57	rand.80	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.68	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.39	2	8	0.25
Admed_SARS2_2020	rand.57	rand.16	0	10	0
Admed_SARS2_2020	rand.57	rand.38	0	10	0
Admed_SARS2_2020	rand.57	rand.41	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.43	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.34	0	10	0
Admed_SARS2_2020	rand.57	rand.42	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.47	0	10	0
Admed_SARS2_2020	rand.57	rand.45	2	8	0.25
Admed_SARS2_2020	rand.57	rand.50	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.2	0	10	0
Admed_SARS2_2020	rand.57	rand.93	0	10	0
Admed_SARS2_2020	rand.57	rand.91	0	10	0
Admed_SARS2_2020	rand.57	rand.92	0	10	0
Admed_SARS2_2020	rand.57	rand.66	0	10	0
Admed_SARS2_2020	rand.57	rand.36	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.19	0	10	0
Admed_SARS2_2020	rand.57	rand.18	0	10	0
Admed_SARS2_2020	rand.57	rand.95	1	9	0.111111111111111
Admed_SARS2_2020	rand.57	rand.97	0	10	0
Admed_SARS2_2020	rand.57	rand.14	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.52	0	10	0
Admed_SARS2_2020	rand.55	rand.24	0	10	0
Admed_SARS2_2020	rand.55	rand.28	0	10	0
Admed_SARS2_2020	rand.55	rand.40	0	10	0
Admed_SARS2_2020	rand.55	rand.29	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.83	2	8	0.25
Admed_SARS2_2020	rand.55	rand.81	2	8	0.25
Admed_SARS2_2020	rand.55	rand.82	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.87	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.85	0	10	0
Admed_SARS2_2020	rand.55	rand.1	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.70	0	10	0
Admed_SARS2_2020	rand.55	rand.56	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.21	0	10	0
Admed_SARS2_2020	rand.55	rand.23	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.30	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.60	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.89	0	10	0
Admed_SARS2_2020	rand.55	rand.88	0	10	0
Admed_SARS2_2020	rand.55	rand.9	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.84	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.25	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.27	0	10	0
Admed_SARS2_2020	rand.55	rand.22	0	10	0
Admed_SARS2_2020	rand.55	rand.59	0	10	0
Admed_SARS2_2020	rand.55	rand.58	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.7	0	10	0
Admed_SARS2_2020	rand.55	rand.54	0	10	0
Admed_SARS2_2020	rand.55	rand.4	0	10	0
Admed_SARS2_2020	rand.55	rand.10	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.86	2	8	0.25
Admed_SARS2_2020	rand.55	rand.12	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.94	0	10	0
Admed_SARS2_2020	rand.55	rand.17	0	10	0
Admed_SARS2_2020	rand.55	rand.99	0	10	0
Admed_SARS2_2020	rand.55	rand.98	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.8	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.15	0	10	0
Admed_SARS2_2020	rand.55	rand.46	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.11	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.13	0	10	0
Admed_SARS2_2020	rand.55	rand.100	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.76	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.63	0	10	0
Admed_SARS2_2020	rand.55	rand.61	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.49	0	10	0
Admed_SARS2_2020	rand.55	rand.20	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.48	0	10	0
Admed_SARS2_2020	rand.55	rand.33	0	10	0
Admed_SARS2_2020	rand.55	rand.31	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.44	0	10	0
Admed_SARS2_2020	rand.55	rand.65	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.32	0	10	0
Admed_SARS2_2020	rand.55	rand.67	0	10	0
Admed_SARS2_2020	rand.55	rand.62	0	10	0
Admed_SARS2_2020	rand.55	rand.37	0	10	0
Admed_SARS2_2020	rand.55	rand.96	2	8	0.25
Admed_SARS2_2020	rand.55	rand.35	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.78	0	10	0
Admed_SARS2_2020	rand.55	rand.79	0	10	0
Admed_SARS2_2020	rand.55	rand.74	0	10	0
Admed_SARS2_2020	rand.55	rand.5	0	10	0
Admed_SARS2_2020	rand.55	rand.73	0	10	0
Admed_SARS2_2020	rand.55	rand.71	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.77	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.75	0	10	0
Admed_SARS2_2020	rand.55	rand.72	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.64	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.69	0	10	0
Admed_SARS2_2020	rand.55	rand.80	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.68	0	10	0
Admed_SARS2_2020	rand.55	rand.39	0	10	0
Admed_SARS2_2020	rand.55	rand.16	0	10	0
Admed_SARS2_2020	rand.55	rand.38	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.41	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.43	0	10	0
Admed_SARS2_2020	rand.55	rand.34	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.42	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.47	2	8	0.25
Admed_SARS2_2020	rand.55	rand.45	0	10	0
Admed_SARS2_2020	rand.55	rand.50	0	10	0
Admed_SARS2_2020	rand.55	rand.2	0	10	0
Admed_SARS2_2020	rand.55	rand.93	0	10	0
Admed_SARS2_2020	rand.55	rand.91	0	10	0
Admed_SARS2_2020	rand.55	rand.92	0	10	0
Admed_SARS2_2020	rand.55	rand.66	2	8	0.25
Admed_SARS2_2020	rand.55	rand.36	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.19	0	10	0
Admed_SARS2_2020	rand.55	rand.18	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.95	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.97	1	9	0.111111111111111
Admed_SARS2_2020	rand.55	rand.14	0	10	0
Admed_SARS2_2020	rand.52	rand.24	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.28	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.40	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.29	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.83	0	10	0
Admed_SARS2_2020	rand.52	rand.81	0	10	0
Admed_SARS2_2020	rand.52	rand.82	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.87	0	10	0
Admed_SARS2_2020	rand.52	rand.85	2	8	0.25
Admed_SARS2_2020	rand.52	rand.1	0	10	0
Admed_SARS2_2020	rand.52	rand.70	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.56	0	10	0
Admed_SARS2_2020	rand.52	rand.21	0	10	0
Admed_SARS2_2020	rand.52	rand.23	0	10	0
Admed_SARS2_2020	rand.52	rand.30	0	10	0
Admed_SARS2_2020	rand.52	rand.60	0	10	0
Admed_SARS2_2020	rand.52	rand.89	0	10	0
Admed_SARS2_2020	rand.52	rand.88	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.9	2	8	0.25
Admed_SARS2_2020	rand.52	rand.84	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.25	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.27	2	8	0.25
Admed_SARS2_2020	rand.52	rand.22	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.59	0	10	0
Admed_SARS2_2020	rand.52	rand.58	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.7	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.54	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.4	0	10	0
Admed_SARS2_2020	rand.52	rand.10	0	10	0
Admed_SARS2_2020	rand.52	rand.86	0	10	0
Admed_SARS2_2020	rand.52	rand.12	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.94	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.17	0	10	0
Admed_SARS2_2020	rand.52	rand.99	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.98	0	10	0
Admed_SARS2_2020	rand.52	rand.8	0	10	0
Admed_SARS2_2020	rand.52	rand.15	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.46	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.11	0	10	0
Admed_SARS2_2020	rand.52	rand.13	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.100	0	10	0
Admed_SARS2_2020	rand.52	rand.76	0	10	0
Admed_SARS2_2020	rand.52	rand.63	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.61	0	10	0
Admed_SARS2_2020	rand.52	rand.49	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.20	0	10	0
Admed_SARS2_2020	rand.52	rand.48	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.33	0	10	0
Admed_SARS2_2020	rand.52	rand.31	0	10	0
Admed_SARS2_2020	rand.52	rand.44	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.65	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.32	0	10	0
Admed_SARS2_2020	rand.52	rand.67	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.62	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.37	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.96	0	10	0
Admed_SARS2_2020	rand.52	rand.35	0	10	0
Admed_SARS2_2020	rand.52	rand.78	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.79	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.74	0	10	0
Admed_SARS2_2020	rand.52	rand.5	0	10	0
Admed_SARS2_2020	rand.52	rand.73	2	8	0.25
Admed_SARS2_2020	rand.52	rand.71	0	10	0
Admed_SARS2_2020	rand.52	rand.77	2	8	0.25
Admed_SARS2_2020	rand.52	rand.75	0	10	0
Admed_SARS2_2020	rand.52	rand.72	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.64	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.69	0	10	0
Admed_SARS2_2020	rand.52	rand.80	0	10	0
Admed_SARS2_2020	rand.52	rand.68	2	8	0.25
Admed_SARS2_2020	rand.52	rand.39	2	8	0.25
Admed_SARS2_2020	rand.52	rand.16	0	10	0
Admed_SARS2_2020	rand.52	rand.38	2	8	0.25
Admed_SARS2_2020	rand.52	rand.41	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.43	0	10	0
Admed_SARS2_2020	rand.52	rand.34	0	10	0
Admed_SARS2_2020	rand.52	rand.42	0	10	0
Admed_SARS2_2020	rand.52	rand.47	0	10	0
Admed_SARS2_2020	rand.52	rand.45	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.50	0	10	0
Admed_SARS2_2020	rand.52	rand.2	0	10	0
Admed_SARS2_2020	rand.52	rand.93	0	10	0
Admed_SARS2_2020	rand.52	rand.91	1	9	0.111111111111111
Admed_SARS2_2020	rand.52	rand.92	0	10	0
Admed_SARS2_2020	rand.52	rand.66	0	10	0
Admed_SARS2_2020	rand.52	rand.36	0	10	0
Admed_SARS2_2020	rand.52	rand.19	2	8	0.25
Admed_SARS2_2020	rand.52	rand.18	0	10	0
Admed_SARS2_2020	rand.52	rand.95	0	10	0
Admed_SARS2_2020	rand.52	rand.97	0	10	0
Admed_SARS2_2020	rand.52	rand.14	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.28	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.40	0	10	0
Admed_SARS2_2020	rand.24	rand.29	0	10	0
Admed_SARS2_2020	rand.24	rand.83	0	10	0
Admed_SARS2_2020	rand.24	rand.81	0	10	0
Admed_SARS2_2020	rand.24	rand.82	0	10	0
Admed_SARS2_2020	rand.24	rand.87	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.85	2	8	0.25
Admed_SARS2_2020	rand.24	rand.1	3	7	0.428571428571429
Admed_SARS2_2020	rand.24	rand.70	0	10	0
Admed_SARS2_2020	rand.24	rand.56	0	10	0
Admed_SARS2_2020	rand.24	rand.21	0	10	0
Admed_SARS2_2020	rand.24	rand.23	3	7	0.428571428571429
Admed_SARS2_2020	rand.24	rand.30	0	10	0
Admed_SARS2_2020	rand.24	rand.60	0	10	0
Admed_SARS2_2020	rand.24	rand.89	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.88	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.9	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.84	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.25	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.27	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.22	0	10	0
Admed_SARS2_2020	rand.24	rand.59	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.58	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.7	2	8	0.25
Admed_SARS2_2020	rand.24	rand.54	0	10	0
Admed_SARS2_2020	rand.24	rand.4	0	10	0
Admed_SARS2_2020	rand.24	rand.10	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.86	0	10	0
Admed_SARS2_2020	rand.24	rand.12	0	10	0
Admed_SARS2_2020	rand.24	rand.94	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.17	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.99	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.98	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.8	2	8	0.25
Admed_SARS2_2020	rand.24	rand.15	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.46	0	10	0
Admed_SARS2_2020	rand.24	rand.11	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.13	0	10	0
Admed_SARS2_2020	rand.24	rand.100	0	10	0
Admed_SARS2_2020	rand.24	rand.76	0	10	0
Admed_SARS2_2020	rand.24	rand.63	0	10	0
Admed_SARS2_2020	rand.24	rand.61	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.49	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.20	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.48	0	10	0
Admed_SARS2_2020	rand.24	rand.33	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.31	0	10	0
Admed_SARS2_2020	rand.24	rand.44	0	10	0
Admed_SARS2_2020	rand.24	rand.65	0	10	0
Admed_SARS2_2020	rand.24	rand.32	0	10	0
Admed_SARS2_2020	rand.24	rand.67	0	10	0
Admed_SARS2_2020	rand.24	rand.62	0	10	0
Admed_SARS2_2020	rand.24	rand.37	0	10	0
Admed_SARS2_2020	rand.24	rand.96	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.35	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.78	1	9	0.111111111111111
Admed_SARS2_2020	rand.24	rand.79	0	10	0
Admed_SARS2_2020	rand.24	rand.74	1	9	0.111111111111111
